Speaker,Speech,segmented_speech
"
นายวิโรจน์ ลักขณาอดิศร (สมาชิกสภาผู้แทนราษฎร) :"," ท่านประธานครับ
ผมอนุญาตประท้วงท่านที่กาลังอภิปรายครับ","['ท่าน', 'ประธาน', 'ครับ', '\r\n', 'ผม', 'อนุญาต', 'ประท้วง', 'ท่านที่', 'กาลัง', 'อภิปราย', 'ครับ']"
"
นายวิโรจน์ ลักขณาอดิศร (สมาชิกสภาผู้แทนราษฎร) :"," คือผมขอประท้วง
ตามข้อบังคับ ข้อ ๔๕ เพราะว่าวันนี้ประเด็นคืออะไรครับ กาลังพูดกันในมาตรา ๑๕๑ ว่า
ตกลงแล้วการเสนอชื่อนายกรัฐมนตรีให้รัฐสภาเห็นชอบนี้เป็นญัตติหรือไม่ เข้าข้อ ๔๑
หรือว่าข้อ ๑๓๖ กันแน่ --------------------------------------------------------------------------------

แต่นี่กาลังจะมาอภิปรายมาตรา ๑๑๒ วาระที่หนึ่งหรือครับ จะเอาไหมครับ ถ้าเอา เดี๋ยวมี
เพื่อนสมาชิกผมอยากจะ Jam เรื่องนี้อย่างมาก เอาไหม ผมถามผ่านท่านประธาน เอาหรือเปล่า
ถ้าเอาเดี๋ยวจัดให้","['คือ', 'ผม', 'ขอ', 'ประท้วง', '\r\n', 'ตาม', 'ข้อบังคับ', 'ข้อ', '๔๕', 'เพราะว่าวันนี้', 'ประเด็น', 'คือ', 'อะไร', 'ครับ', 'กาลัง', 'พูดกัน', 'ใน', 'มาตรา', '๑๕๑', 'ว่า', '\r\n', 'ตกลง', 'แล้วการ', 'เสนอชื่อ', 'นายกรัฐมนตรี', 'ให้', 'รัฐสภา', 'เห็นชอบ', 'นี้', 'เป็น', 'ญัตติ', 'หรือไม่', 'เข้าข้อ', '๔๑', '\r\n', 'หรือว่า', 'ข้อ', '๑๓๖', 'กัน', 'แน่', '--------------------------------------------------------------------------------', '\r\n', '\r\n', 'แต่', 'นี่', 'กาลัง', 'จะ', 'มา', 'อภิปราย', 'มาตรา', '๑๑๒', 'วาระ', 'ที่หนึ่ง', 'หรือ', 'ครับ', 'จะ', 'เอา', 'ไหม', 'ครับ', 'ถ้า', 'เอา', 'เดี๋ยว', 'มี', '\r\n', 'เพื่อน', 'สมาชิก', 'ผม', 'อยาก', 'จะ', 'Jam', 'เรื่อง', 'นี้', 'อย่างมาก', 'เอา', 'ไหม', 'ผม', 'ถาม', 'ผ่านท่าน', 'ประธาน', 'เอา', 'หรือเปล่า', '\r\n', 'ถ้า', 'เอา', 'เดี๋ยว', 'จัด', 'ให้']"
"
นายอัครเดช วงษ์พิทักษ์โรจน์ (สมาชิกสภาผู้แทนราษฎร) :"," เอาสิครับ
ท่านประธานครับ สส. ฝั่งทางนี้ ๓ พรรคการเมือง","['เอา', 'สิ', 'ครับ', '\r\n', 'ท่าน', 'ประธาน', 'ครับ', 'สส.', 'ฝั่ง', 'ทาง', 'นี้', '๓', 'พรรคการเมือง']"
"
นายอัครเดช วงษ์พิทักษ์โรจน์ (สมาชิกสภาผู้แทนราษฎร) :"," เรียนท่านประธานครับ
ผม นายอัครเดช วงษ์พิทักษ์โรจน์ พรรครวมไทยสร้างชาติ ท่านประธานครับ เมื่อสักครู่นี้
เพื่อนสมาชิกฝั่งพรรคก้าวไกลอภิปราย ท่านรังสิมันต์ โรม อภิปราย ผมก็ฟังอย่างให้เกียรติ
แล้วก็ฟังด้วยการคิดพินิจพิเคราะห์ถึงเหตุผลที่เพื่อนสมาชิกอภิปรายมา แต่หลายครั้ง
เวลาผมอภิปราย คุณวิโรจน์ก็จะขึ้นมาดุดัน ผมก็ไม่เข้าใจว่าต้องการสร้างให้บรรยากาศ
ในการประชุมสภาของเราให้ราบรื่นหรือไม่ อย่างไร ท่านฟังสิครับว่าเหตุผลคืออะไร แล้วก็
เป็นเหตุผลที่ผมจะนาเสนอ ขออนุญาตท่านวิโรจน์ด้วยนะครับ
(นายวิโรจน์ ลักขณาอดิศร สมาชิกสภาผู้แทนราษฎร ได้ยืนและยกมือขึ้น)","['เรียน', 'ท่าน', 'ประธาน', 'ครับ', '\r\n', 'ผม', 'นายอัครเดช', 'วงษ์พิทักษ์โรจน์', 'พรรครวมไทยสร้างชาติ', 'ท่าน', 'ประธาน', 'ครับ', 'เมื่อ', 'สักครู่', 'นี้', '\r\n', 'เพื่อน', 'สมาชิก', 'ฝั่ง', 'พรรคก้าวไกล', 'อภิปราย', 'ท่านรังสิมันต์', 'โรม', 'อภิปราย', 'ผม', 'ก็', 'ฟัง', 'อย่าง', 'ให้เกียรติ', '\r\n', 'แล้วก็', 'ฟัง', 'ด้วย', 'การ', 'คิด', 'พินิจพิเคราะห์', 'ถึง', 'เหตุผล', 'ที่', 'เพื่อน', 'สมาชิกอภิปราย', 'มา', 'แต่', 'หลายครั้ง', '\r\n', 'เวลา', 'ผม', 'อภิปราย', 'คุณ', 'วิโรจน์', 'ก็', 'จะ', 'ขึ้น', 'มาดุดัน', 'ผม', 'ก็', 'ไม่', 'เข้าใจ', 'ว่า', 'ต้องการสร้าง', 'ให้', 'บรรยากาศ', '\r\n', 'ใน', 'การประชุม', 'สภา', 'ของ', 'เรา', 'ให้', 'ราบรื่น', 'หรือไม่', 'อย่างไร', 'ท่าน', 'ฟัง', 'สิ', 'ครับ', 'ว่า', 'เหตุผล', 'คือ', 'อะไร', 'แล้วก็', '\r\n', 'เป็น', 'เหตุผล', 'ที่', 'ผม', 'จะ', 'นา', 'เสนอ', 'ขออนุญาต', 'ท่านวิโรจน์', 'ด้วย', 'นะ', 'ครับ', '\r\n', '(', 'นาย', 'วิโรจน์', 'ลักขณาอดิศร', 'สมาชิกสภาผู้แทนราษฎร', 'ได้', 'ยืน', 'และ', 'ยกมือขึ้น', ')']"
"
นายวิโรจน์ ลักขณาอดิศร (สมาชิกสภาผู้แทนราษฎร) :"," ท่านประธานครับ
ผมขออนุญาตใช้สิทธิพาดพิงเพราะว่าพูดชื่อผมแล้วผมเสียหายครับ คือ อย่างนี้ครับ
ท่านประธานที่เคารพครับ ผม วิโรจน์ ลักขณาอดิศร สมาชิกสภาผู้แทนราษฎร ในฐานะ
สมาชิกรัฐสภา จริง ๆ แล้วผมไม่ได้อยากขัดท่านที่กาลังอภิปราย ถ้าเกิดอภิปรายอยู่ในร่อง
ในรอย อยู่ในประเด็น แต่อยู่ดี ๆ ก็มาพูดถึงการแก้ไขมาตรา ๑๑๒ แล้วอย่างนี้ผมก็กังวลครับ","['ท่าน', 'ประธาน', 'ครับ', '\r\n', 'ผม', 'ขออนุญาต', 'ใช้', 'สิทธิ', 'พาดพิง', 'เพราะว่า', 'พูด', 'ชื่อ', 'ผม', 'แล้ว', 'ผม', 'เสียหาย', 'ครับ', 'คือ', 'อย่างนี้', 'ครับ', '\r\n', 'ท่าน', 'ประธาน', 'ที่', 'เคารพ', 'ครับ', 'ผม', 'วิโรจน์', 'ลักขณาอดิศร', 'สมาชิกสภาผู้แทนราษฎร', 'ใน', 'ฐานะ', '\r\n', 'สมาชิกรัฐสภา', 'จริง ๆ', 'แล้ว', 'ผม', 'ไม่', 'ได้', 'อยาก', 'ขัด', 'ท่านที่', 'กาลัง', 'อภิปราย', 'ถ้า', 'เกิด', 'อภิปราย', 'อยู่', 'ใน', 'ร่อง', '\r\n', 'ใน', 'รอย', 'อยู่', 'ใน', 'ประเด็น', 'แต่', 'อยู่ดี ๆ', 'ก็', 'มา', 'พูดถึง', 'การ', 'แก้ไข', 'มาตรา', '๑๑๒', 'แล้วอย่างนี้', 'ผม', 'ก็', 'กังวล', 'ครับ']"
"
นายวิโรจน์ ลักขณาอดิศร (สมาชิกสภาผู้แทนราษฎร) :"," เพราะทาง
เลขาธิการพรรคผมก็เตรียมจะชี้แจงอยู่แล้ว เดี๋ยวมันจะยืดยาวไปกันอีก","['เพราะ', 'ทาง', '\r\n', 'เลขาธิการ', 'พรรค', 'ผม', 'ก็', 'เตรียม', 'จะ', 'ชี้แจงอยู่แล้ว', 'เดี๋ยว', 'มัน', 'จะ', 'ยืดยาว', 'ไป', 'กัน', 'อีก']"
"
นายเอกนัฏ พร้อมพันธุ์ (สมาชิกสภาผู้แทนราษฎร) :"," ท่านประธานครับ
ผม เอกนัฏ พร้อมพันธุ์ ขอประท้วงท่านประธาน","['ท่าน', 'ประธาน', 'ครับ', '\r\n', 'ผม', 'เอกนัฏ', 'พร้อมพันธุ์', 'ขอ', 'ประท้วง', 'ท่าน', 'ประธาน']"
"
นายวิโรจน์ ลักขณาอดิศร (สมาชิกสภาผู้แทนราษฎร) :"," เพราะอย่างไร
เราก็ยืนยันแล้วผมก็ชี้แจง พรรคเราก็ชี้แจงไปหลายครั้งแล้วว่ามันไม่ได้เป็น MOU
ใน ๘ พรรคร่วม แล้วก็ยินดีที่จะใช้กระบวนการในการรับฟังความคิดเห็น กระบวนการ
ทางรัฐสภา แล้วถ้าหากว่ามันต้องทอดระยะออกไป ใช้เวลามากขึ้น โอบรับความคิดตรง
คิดต่างมากขึ้น เราก็ยินดียืดหยุ่น แต่นี่ก็พยายามจะทาให้ประเด็นนี้ไปเป็นประเด็นเร่งด่วน","['เพราะ', 'อย่างไร', '\r\n', 'เรา', 'ก็', 'ยืนยัน', 'แล้ว', 'ผม', 'ก็', 'ชี้แจง', 'พรรค', 'เรา', 'ก็', 'ชี้แจง', 'ไป', 'หลายครั้ง', 'แล้ว', 'ว่า', 'มัน', 'ไม่', 'ได้', 'เป็น', 'MOU', '\r\n', 'ใน', '๘', 'พรรค', 'ร่วม', 'แล้วก็', 'ยินดี', 'ที่จะ', 'ใช้', 'กระบวนการ', 'ใน', 'การรับฟัง', 'ความคิดเห็น', 'กระบวนการ', '\r\n', 'ทาง', 'รัฐสภา', 'แล้ว', 'ถ้าหากว่า', 'มัน', 'ต้อง', 'ทอดระยะ', 'ออก', 'ไป', 'ใช้เวลา', 'มากขึ้น', 'โอบรับ', 'ความคิด', 'ตรง', '\r\n', 'คิด', 'ต่าง', 'มากขึ้น', 'เรา', 'ก็', 'ยินดี', 'ยืดหยุ่น', 'แต่', 'นี่', 'ก็', 'พยายาม', 'จะ', 'ทา', 'ให้', 'ประเด็น', 'นี้', 'ไป', 'เป็น', 'ประเด็น', 'เร่งด่วน']"
"
นายเอกนัฏ พร้อมพันธุ์ (สมาชิกสภาผู้แทนราษฎร) :"," ท่านประธานครับ
ขอประท้วงท่านประธานครับ ผม เอกนัฏ พร้อมพันธุ์ สมาชิกสภาผู้แทนราษฎร
พรรครวมไทยสร้างชาติ สมาชิกรัฐสภา ขอประท้วงการทาหน้าที่ของท่านประธาน
ท่านประธานต้องหยุดให้เพื่อนสมาชิกคุณวิโรจน์ขึ้นมาขัดจังหวะสมาชิกที่กาลังอภิปรายอยู่
คือท่านอัครเดชได้แล้วครับ ผมฟังอยู่ตลอดครับ อยู่ในประเด็นทั้งหมด ท่านก็กาลัง
อภิปรายอยู่ว่าการตีความของการเสนอชื่อนายกรัฐมนตรีเป็นญัตติ ซึ่งตามข้อบังคับ ข้อ ๔๑
ตกไปแล้วนากลับมาพิจารณาอีกไม่ได้ เว้นแต่ว่ามีเหตุการณ์ที่เปลี่ยนแปลงไป","['ท่าน', 'ประธาน', 'ครับ', '\r\n', 'ขอ', 'ประท้วง', 'ท่าน', 'ประธาน', 'ครับ', 'ผม', 'เอกนัฏ', 'พร้อมพันธุ์', 'สมาชิกสภาผู้แทนราษฎร', '\r\n', 'พรรครวมไทยสร้างชาติ', 'สมาชิกรัฐสภา', 'ขอ', 'ประท้วง', 'การทา', 'หน้าที่', 'ของ', 'ท่าน', 'ประธาน', '\r\n', 'ท่าน', 'ประธาน', 'ต้อง', 'หยุด', 'ให้', 'เพื่อน', 'สมาชิกคุณ', 'วิโรจน์', 'ขึ้น', 'มา', 'ขัดจังหวะ', 'สมาชิก', 'ที่', 'กาลัง', 'อภิปราย', 'อยู่', '\r\n', 'คือ', 'ท่านอัครเดช', 'ได้', 'แล้ว', 'ครับ', 'ผม', 'ฟัง', 'อยู่', 'ตลอด', 'ครับ', 'อยู่', 'ใน', 'ประเด็น', 'ทั้งหมด', 'ท่านก็', 'กาลัง', '\r\n', 'อภิปราย', 'อยู่', 'ว่าการ', 'ตีความ', 'ของการ', 'เสนอชื่อ', 'นายกรัฐมนตรี', 'เป็น', 'ญัตติ', 'ซึ่ง', 'ตาม', 'ข้อบังคับ', 'ข้อ', '๔๑', '\r\n', 'ตกไป', 'แล้วนากลับมา', 'พิจารณา', 'อีก', 'ไม่', 'ได้', 'เว้นแต่ว่า', 'มี', 'เหตุการณ์', 'ที่', 'เปลี่ยนแปลง', 'ไป']"
"
นายเอกนัฏ พร้อมพันธุ์ (สมาชิกสภาผู้แทนราษฎร) :"," ก็ได้ย้าอยู่ว่ามันไม่มี
เหตุการณ์อะไรเปลี่ยนครับ กรุณาฟังเพื่อนสมาชิกฝั่งเราด้วย ความเป็นประชาธิปไตย
ต้องเคารพสิทธิและการแสดงออกซึ่งกันและกันนะครับ ขอบคุณครับ","['ก็ได้', 'ย้า', 'อยู่', 'ว่า', 'มัน', 'ไม่', 'มี', '\r\n', 'เหตุการณ์', 'อะไร', 'เปลี่ยน', 'ครับ', 'กรุณา', 'ฟัง', 'เพื่อน', 'สมาชิก', 'ฝั่ง', 'เรา', 'ด้วย', 'ความเป็นประชาธิปไตย', '\r\n', 'ต้อง', 'เคารพ', 'สิทธิ', 'และ', 'การแสดงออก', 'ซึ่งกันและกัน', 'นะ', 'ครับ', 'ขอบคุณ', 'ครับ']"
