Speaker,Speech,segmented_speech
"
นายสายัณห์ ยุติธรรม สมาชิกสภาผู้แทนราษฎร (นครศรีธรรมราช) :","
ท่านประธานวินิจฉัยแล้วว่าให้ถอนตามข้อ ๔๕","['\r\n', 'ท่าน', 'ประธาน', 'วินิจฉัย', 'แล้ว', 'ว่า', 'ให้', 'ถอน', 'ตาม', 'ข้อ', '๔๕']"
"
นายสายัณห์ ยุติธรรม สมาชิกสภาผู้แทนราษฎร (นครศรีธรรมราช) :","
เพราะท่านวินิจฉัยมันเป็นการที่สุด ต้องปฏิบัติตาม ถ้าไม่ตามผมอยากรู้ว่าตารวจรัฐสภา
กล้ามาเชิญอดีต ผบ.ตร. หรือไม่","['\r\n', 'เพราะ', 'ท่านวินิจฉัย', 'มัน', 'เป็นการที่สุด', 'ต้อง', 'ปฏิบัติตาม', 'ถ้า', 'ไม่', 'ตาม', 'ผม', 'อยากรู้', 'ว่า', 'ตา', 'รว', 'จร', 'ัฐ', 'สภา', '\r\n', 'กล้ามา', 'เชิญ', 'อดีต', 'ผบ.', 'ตร.', 'หรือไม่']"
"
พลตารวจเอก เสรีพิศุทธ์ เตมียเวส สมาชิกสภาผู้แทนราษฎร (แบบบัญชีรายชื่อ) :","
ท่านจะกล่าวหาผมอย่างนี้ได้อย่างไร","['\r\n', 'ท่าน', 'จะ', 'กล่าวหา', 'ผม', 'อย่างนี้', 'ได้', 'อย่างไร']"
"
พลตารวจเอก เสรีพิศุทธ์ เตมียเวส สมาชิกสภาผู้แทนราษฎร (แบบบัญชีรายชื่อ) :","
ท่านรู้กฎหมาย ผมก็รู้กฎหมายนะครับท่านประธานท่านเป็นกลางหน่อย ท่านก็รู้ว่าตัวท่านเอง
มาจากไหนใช่ไหมครับ","['\r\n', 'ท่านรู้', 'กฎหมาย', 'ผม', 'ก็', 'รู้', 'กฎหมาย', 'นะ', 'ครับ', 'ท่าน', 'ประธาน', 'ท่าน', 'เป็นกลาง', 'หน่อย', 'ท่านก็', 'รู้', 'ว่า', 'ตัว', 'ท่าน', 'เอง', '\r\n', 'มาจาก', 'ไหน', 'ใช่ไหม', 'ครับ']"
"
พลตารวจเอก เสรีพิศุทธ์ เตมียเวส สมาชิกสภาผู้แทนราษฎร (แบบบัญชีรายชื่อ) :","
เพราะฉะนั้นท่านวางตัวเป็นกลางด้วยนะครับ","['\r\n', 'เพราะฉะนั้น', 'ท่านวางตัวเป็นกลางด้วย', 'นะ', 'ครับ']"
"
พลตารวจเอก เสรีพิศุทธ์ เตมียเวส สมาชิกสภาผู้แทนราษฎร (แบบบัญชีรายชื่อ) :","
ท่านเป็นอย่างนี้มาโดยตลอด อย่าติด สนช. มานะครับ","['\r\n', 'ท่าน', 'เป็น', 'อย่างนี้', 'มาโดยตลอด', 'อย่า', 'ติด', 'สนช', '.', 'มานะ', 'ครับ']"
"
นายวีระกร คาประกอบ สมาชิกสภาผู้แทนราษฎร (นครสวรรค์) :"," ท่านประธานครับ
ขอเสนอพักการประชุม ๑๐ นาทีครับท่านประธาน","['ท่าน', 'ประธาน', 'ครับ', '\r\n', 'ขอ', 'เสนอ', 'พัก', 'การประชุม', '๑๐', 'นาที', 'ครับ', 'ท่าน', 'ประธาน']"
"
พลตารวจเอก เสรีพิศุทธ์ เตมียเวส สมาชิกสภาผู้แทนราษฎร (แบบบัญชีรายชื่อ) :","
ท่านประธานครับ ความจริงผมเองยังมีประเด็นนี้นะครับ เรื่องคุณสมบัติความสามารถของ 
นายกรัฐมนตรีและคณะที่จะพูดอีกมากเลย แต่เพื่อความสงบเรียบร้อยของสภาประเด็นนี้
ผมจะจบแค่นี้นะครับ","['\r\n', 'ท่าน', 'ประธาน', 'ครับ', 'ความจริง', 'ผม', 'เอง', 'ยังมี', 'ประเด็น', 'นี้', 'นะ', 'ครับ', 'เรื่อง', 'คุณสมบัติ', 'ความสามารถ', 'ของ', '\r\n', 'นายกรัฐมนตรี', 'และ', 'คณะ', 'ที่จะ', 'พูด', 'อีกมาก', 'เลย', 'แต่', 'เพื่อ', 'ความสงบเรียบร้อย', 'ของ', 'สภา', 'ประเด็น', 'นี้', '\r\n', 'ผม', 'จะ', 'จบ', 'แค่นี้', 'นะ', 'ครับ']"
"
พลตารวจเอก เสรีพิศุทธ์ เตมียเวส สมาชิกสภาผู้แทนราษฎร (แบบบัญชีรายชื่อ) :","
ผมสรุปว่าเรื่องที่ผมพูดชาวบ้านเล่ามาทั้งนั้น ผมก็สรุป อ๋อ มันเป็นเช่นนี้เองนะครับ ถ้าเป็นผม
ผมไม่หน้าด้านเป็นต่อหรอกนะครับ","['\r\n', 'ผม', 'สรุป', 'ว่า', 'เรื่อง', 'ที่', 'ผม', 'พูด', 'ชาวบ้าน', 'เล่า', 'มา', 'ทั้งนั้น', 'ผม', 'ก็', 'สรุป', 'อ๋อ', 'มัน', 'เป็น', 'เช่นนี้', 'เอง', 'นะ', 'ครับ', 'ถ้า', 'เป็น', 'ผม', '\r\n', 'ผม', 'ไม่', 'หน้าด้าน', 'เป็นต่อ', 'หรอกนะ', 'ครับ']"
"
พลตารวจเอก เสรีพิศุทธ์ เตมียเวส สมาชิกสภาผู้แทนราษฎร (แบบบัญชีรายชื่อ) :","
ไม่เป็นดีกว่า อะไร แปลไทยไม่เป็นหรือ ไม่หน้าด้านเป็นต่อเป็นอะไร","['\r\n', 'ไม่', 'เป็น', 'ดีกว่า', 'อะไร', 'แปล', 'ไทย', 'ไม่', 'เป็น', 'หรือ', 'ไม่', 'หน้าด้าน', 'เป็นต่อ', 'เป็น', 'อะไร']"
"
นายวีระกร คาประกอบ สมาชิกสภาผู้แทนราษฎร (นครสวรรค์) :"," ขอเสนอ
พักการประชุม ๑๐ นาทีท่านประธาน ผมกับท่านนี้นะครับ","['ขอ', 'เสนอ', '\r\n', 'พัก', 'การประชุม', '๑๐', 'นาทีท่าน', 'ประธาน', 'ผม', 'กับ', 'ท่าน', 'นี้', 'นะ', 'ครับ']"
"
พลตารวจเอก เสรีพิศุทธ์ เตมียเวส สมาชิกสภาผู้แทนราษฎร (แบบบัญชีรายชื่อ) :","
อย่าชี้ผม ผมไม่ได้ชี้นะครับ ผมกวาดไปอย่างนี้","['\r\n', 'อย่า', 'ชี้', 'ผม', 'ผม', 'ไม่', 'ได้', 'ชี้', 'นะ', 'ครับ', 'ผม', 'กวาด', 'ไป', 'อย่างนี้']"
"
พลตารวจเอก เสรีพิศุทธ์ เตมียเวส สมาชิกสภาผู้แทนราษฎร (แบบบัญชีรายชื่อ) :","
หันไปพูดกับประธานโน่น ผมรู้จักกับท่านมานานแล้วนะครับ","['\r\n', 'หันไป', 'พูดกับ', 'ประธาน', 'โน่น', 'ผม', 'รู้จัก', 'กับ', 'ท่านมานาน', 'แล้วนะ', 'ครับ']"
"
นายวีระกร คาประกอบ สมาชิกสภาผู้แทนราษฎร (นครสวรรค์) :"," ขอเสนอ
พักการประชุม ๑๐ นาทีครับประธาน แต่งงานก็วันเดียวกัน สมรสพระราชทานมาด้วยกัน เป็นรุ่นพี่ผม
แต่วันนี้ถือว่าไม่เป็นรุ่นพี่ผม","['ขอ', 'เสนอ', '\r\n', 'พัก', 'การประชุม', '๑๐', 'นาที', 'ครับ', 'ประธาน', 'แต่งงานก็', 'วันเดียวกัน', 'สมรส', 'พระราชทานมาด้วยกัน', 'เป็น', 'รุ่นพี่', 'ผม', '\r\n', 'แต่วันนี้', 'ถือว่า', 'ไม่', 'เป็น', 'รุ่นพี่', 'ผม']"
"
พลตารวจเอก เสรีพิศุทธ์ เตมียเวส สมาชิกสภาผู้แทนราษฎร (แบบบัญชีรายชื่อ) :","
โอเค (OK) เพราะท่านไม่เคยให้เกียรติผมเลย ท่านบอกว่าชักปืนยิงผมตั้งแต่
วันโน้น ถ้าท่านชักปืนยิงวันนั้นท่านก็ติดคุก เหรียญรามมาลาท่านได้ ผมก็ได้นะครับ แต่ผม
ไม่เคยคุยไม่เคยไปแอบอ้าง ผลงานต่าง ๆ ผมมีมากมาย พูดจาหยาบคาย อวดอ้างอานาจ
ท่านไปทบทวนของท่านเอง ขอบคุณครับ สวัสดีครับ","['\r\n', 'โอเค', '(', 'OK', ')', 'เพราะ', 'ท่าน', 'ไม่', 'เคย', 'ให้เกียรติ', 'ผม', 'เลย', 'ท่านบอกว่า', 'ชัก', 'ปืน', 'ยิง', 'ผม', 'ตั้งแต่', '\r\n', 'วัน', 'โน้น', 'ถ้า', 'ท่าน', 'ชัก', 'ปืน', 'ยิง', 'วันนั้น', 'ท่านก็', 'ติดคุก', 'เหรียญ', 'ราม', 'มาลา', 'ท่าน', 'ได้', 'ผม', 'ก็ได้', 'นะ', 'ครับ', 'แต่', 'ผม', '\r\n', 'ไม่', 'เคย', 'คุย', 'ไม่', 'เคย', 'ไป', 'แอบอ้าง', 'ผลงาน', 'ต่าง ๆ', 'ผม', 'มีมากมาย', 'พูดจา', 'หยาบคาย', 'อวดอ้างอานา', 'จ', '\r\n', 'ท่าน', 'ไป', 'ทบทวน', 'ของ', 'ท่าน', 'เอง', 'ขอบคุณ', 'ครับ', 'สวัสดี', 'ครับ']"
"
นายวีระกร คาประกอบ สมาชิกสภาผู้แทนราษฎร (นครสวรรค์) :"," พักการประชุม
ท่านประธาน","['พัก', 'การประชุม', '\r\n', 'ท่าน', 'ประธาน']"
"
นายชาดา ไทยเศรษฐ์ สมาชิกสภาผู้แทนราษฎร (อุทัยธานี) :"," ท่านประธานครับ
ท่านประธานอนุญาตให้ผมพูดหรือเปล่าครับ","['ท่าน', 'ประธาน', 'ครับ', '\r\n', 'ท่าน', 'ประธาน', 'อนุญาต', 'ให้', 'ผม', 'พูด', 'หรือเปล่า', 'ครับ']"
"
นายชาดา ไทยเศรษฐ์ สมาชิกสภาผู้แทนราษฎร (อุทัยธานี) :"," ขออนุญาตครับ
ผม ชาดา ไทยเศรษฐ์ สมาชิกสภาผู้แทนราษฎรจังหวัดอุทัยธานี ในฐานะสมาชิกรัฐสภา
ผมกราบเรียนท่านประธานสภาด้วยความเคารพนะครับ คงมิบังอาจที่จะประท้วงประธาน
แต่ข้อบังคับหรือการกระทาของสภานั้นมันจะเป็นบรรทัดฐาน ผมเคารพในผู้อภิปราย
ท่าน พลตารวจเอก เสรีพิศุทธ์ เนื่องจากว่าเมื่อสักครู่ท่านประธานวินิจฉัยว่าให้ถอนคาพูด
ผู้ที่อภิปรายไม่ถอน เท่าที่ผมทราบและเคยเห็นมาก็คือว่า ผู้อภิปรายจะต้องเดินออกจากที่ประชุม
แล้วกลับมาใหม่นะครับ อีกกรณีหนึ่ง แต่ถ้าเกิดว่าท่านประธานไม่ให้เหตุการณ์อย่างนั้นเกิดขึ้น
ต่อไปนี้มีการให้ถอนในสภาจะเกิดความเสื่อมทันที เพราะทุกคนก็จะปฏิบัติตามแนวทางนี้
ผมเรียนด้วยความเคารพ ต่อไปก็จะไม่มีใครถอนคาพูดในสภา ผมถึงอยากให้ท่านประธาน
ได้กรุณาวินิจฉัย ผมไม่ได้โกรธแค้นหรือไม่ได้ชอบใคร ผมพูดด้วยความเป็นกลาง
ด้วยความเคารพจริง ๆ เลยครับ ท่านก็คงจะทราบว่าโดยบุคลิกผมเองผมอยู่ตรงกลางอยู่แล้ว
แต่เรียนด้วยความเคารพผมต้องการความเป็นมาตรฐานและความชัดเจน ความศักดิ์สิทธิ์
การให้เกียรติต่อสภาผู้แทนราษฎรแห่งนี้ กราบขอบพระคุณครับ","['ขออนุญาต', 'ครับ', '\r\n', 'ผม', 'ชาดา', 'ไทยเศรษฐ์', 'สมาชิกสภาผู้แทนราษฎร', 'จังหวัด', 'อุทัยธานี', 'ใน', 'ฐานะ', 'สมาชิกรัฐสภา', '\r\n', 'ผม', 'กราบเรียน', 'ท่าน', 'ประธาน', 'สภา', 'ด้วย', 'ความเคารพ', 'นะ', 'ครับ', 'คง', 'มิ', 'บังอาจ', 'ที่จะ', 'ประท้วง', 'ประธาน', '\r\n', 'แต่', 'ข้อบังคับ', 'หรือ', 'การกระทา', 'ของ', 'สภา', 'นั้น', 'มัน', 'จะ', 'เป็น', 'บรรทัดฐาน', 'ผม', 'เคารพ', 'ใน', 'ผู้อภิปราย', '\r\n', 'ท่าน', 'พล', 'ตา', 'รวจ', 'เอก', 'เสรีพิศุทธ์', 'เนื่องจากว่า', 'เมื่อ', 'สักครู่', 'ท่าน', 'ประธาน', 'วินิจฉัย', 'ว่า', 'ให้', 'ถอน', 'คา', 'พูด', '\r\n', 'ผู้', 'ที่', 'อภิปราย', 'ไม่', 'ถอน', 'เท่าที่', 'ผม', 'ทราบ', 'และ', 'เคย', 'เห็น', 'มาก็', 'คือ', 'ว่า', 'ผู้อภิปราย', 'จะ', 'ต้อง', 'เดิน', 'ออกจาก', 'ที่ประชุม', '\r\n', 'แล้วกลับมา', 'ใหม่', 'นะ', 'ครับ', 'อีกกรณี', 'หนึ่ง', 'แต่', 'ถ้า', 'เกิด', 'ว่า', 'ท่าน', 'ประธาน', 'ไม่', 'ให้', 'เหตุการณ์', 'อย่างนั้น', 'เกิดขึ้น', '\r\n', 'ต่อไปนี้', 'มี', 'การ', 'ให้', 'ถอน', 'ใน', 'สภา', 'จะ', 'เกิด', 'ความเสื่อมทันที', 'เพราะ', 'ทุกคนก็', 'จะ', 'ปฏิบัติตาม', 'แนวทาง', 'นี้', '\r\n', 'ผม', 'เรียน', 'ด้วย', 'ความเคารพ', 'ต่อไป', 'ก็', 'จะ', 'ไม่', 'มี', 'ใคร', 'ถอน', 'คา', 'พูด', 'ใน', 'สภา', 'ผม', 'ถึง', 'อยาก', 'ให้ท่าน', 'ประธาน', '\r\n', 'ได้', 'กรุณา', 'วินิจฉัย', 'ผม', 'ไม่', 'ได้', 'โกรธแค้น', 'หรือไม่', 'ได้', 'ชอบ', 'ใคร', 'ผม', 'พูด', 'ด้วย', 'ความเป็นกลาง', '\r\n', 'ด้วย', 'ความเคารพ', 'จริง ๆ', 'เลย', 'ครับ', 'ท่านก็', 'คงจะ', 'ทราบ', 'ว่า', 'โดย', 'บุคลิก', 'ผม', 'เอง', 'ผม', 'อยู่', 'ตรงกลางอยู่แล้ว', '\r\n', 'แต่', 'เรียน', 'ด้วย', 'ความเคารพ', 'ผม', 'ต้องการ', 'ความเป็นมาตรฐาน', 'และ', 'ความ', 'ชัดเจน', 'ความ', 'ศักดิ์สิทธิ์', '\r\n', 'การ', 'ให้เกียรติ', 'ต่อ', 'สภาผู้แทนราษฎร', 'แห่ง', 'นี้', 'กราบ', 'ขอบพระคุณ', 'ครับ']"
"
พลตารวจเอก เสรีพิศุทธ์ เตมียเวส สมาชิกสภาผู้แทนราษฎร (แบบบัญชีรายชื่อ) :","
ท่านครับ ผมคาไหนคานั้นครับ
(นายจิรวัฒน์ อรัณยกานนท์ สมาชิกสภาผู้แทนราษฎรกรุงเทพมหานคร
ได้ยืนและยกมือขึ้น)","['\r\n', 'ท่านครับ', 'ผม', 'คา', 'ไหนคานั้น', 'ครับ', '\r\n', '(', 'นาย', 'จิรวัฒน์', 'อรัณยกานนท์', 'สมาชิกสภาผู้แทนราษฎร', 'กรุงเทพมหานคร', '\r\n', 'ได้', 'ยืน', 'และ', 'ยกมือขึ้น', ')']"
"
นายจิรวัฒน์ อรัณยกานนท์ สมาชิกสภาผู้แทนราษฎร (กรุงเทพมหานคร) :","
ท่านประธานครับ ขออนุญาตประท้วงท่านประธานครับ ตามข้อ ๕ นะครับ ท่านประธาน
ผม จิรวัฒน์ อรัณยกานนท์ สมาชิกสภาผู้แทนราษฎรหรือในฐานะสมาชิกรัฐสภา
ท่านประธานครับ ท่านประธานต้องควบคุมการประชุม และอีกประเด็นหนึ่งนะครับ
ท่านประธานครับ เมื่อสักครู่ก่อนที่จะมีการพักการประชุม ท่านประธานไม่ได้วางตัว
เป็นกลาง เพราะว่าท่านประธานได้อนุญาตให้มีการประท้วง ฝ่ายค้านเองก็ยกมือกันตั้ง
๔-๕ คน แต่ไม่มีโอกาสที่จะพูด ไม่มีโอกาสที่จะประท้วง อีกประเด็นหนึ่งครับท่านประธาน
ท่านเสรีพิศุทธ์นี่นะครับ ท่านไม่จาเป็นต้องถอน เพราะถ้าเกิดว่าท่านไม่ถอนก็สามารถบันทึก
ไว้ในรายงานการประชุมได้ครับ ขอบพระคุณครับท่านประธาน","['\r\n', 'ท่าน', 'ประธาน', 'ครับ', 'ขออนุญาต', 'ประท้วง', 'ท่าน', 'ประธาน', 'ครับ', 'ตาม', 'ข้อ', '๕', 'นะ', 'ครับ', 'ท่าน', 'ประธาน', '\r\n', 'ผม', 'จิรวัฒน์', 'อรัณยกานนท์', 'สมาชิกสภาผู้แทนราษฎร', 'หรือ', 'ใน', 'ฐานะ', 'สมาชิกรัฐสภา', '\r\n', 'ท่าน', 'ประธาน', 'ครับ', 'ท่าน', 'ประธาน', 'ต้อง', 'ควบคุมการประชุม', 'และ', 'อีก', 'ประเด็น', 'หนึ่ง', 'นะ', 'ครับ', '\r\n', 'ท่าน', 'ประธาน', 'ครับ', 'เมื่อ', 'สักครู่', 'ก่อนที่จะ', 'มี', 'การพัก', 'การประชุม', 'ท่าน', 'ประธาน', 'ไม่', 'ได้', 'วางตัว', '\r\n', 'เป็นกลาง', 'เพราะว่า', 'ท่าน', 'ประธาน', 'ได้', 'อนุญาต', 'ให้', 'มี', 'การ', 'ประท้วง', 'ฝ่ายค้าน', 'เองก็', 'ยกมือ', 'กัน', 'ตั้ง', '\r\n', '๔', '-', '๕', 'คน', 'แต่', 'ไม่', 'มีโอกาส', 'ที่จะ', 'พูด', 'ไม่', 'มีโอกาส', 'ที่จะ', 'ประท้วง', 'อีก', 'ประเด็น', 'หนึ่ง', 'ครับ', 'ท่าน', 'ประธาน', '\r\n', 'ท่าน', 'เสรีพิศุทธ์', 'นี่', 'นะ', 'ครับ', 'ท่าน', 'ไม่', 'จา', 'เป็น', 'ต้อง', 'ถอน', 'เพราะ', 'ถ้า', 'เกิด', 'ว่า', 'ท่าน', 'ไม่', 'ถอน', 'ก็', 'สามารถบันทึก', '\r\n', 'ไว้', 'ใน', 'รายงานการประชุม', 'ได้', 'ครับ', 'ขอบพระคุณ', 'ครับ', 'ท่าน', 'ประธาน']"
"
พลตารวจเอก เสรีพิศุทธ์ เตมียเวส สมาชิกสภาผู้แทนราษฎร (แบบบัญชีรายชื่อ) :","
ท่านครับ ท่านฟังผมพูดหรือมาดูโผของผมก็ได้นะครับ ผมบอกว่าชาวบ้านเขาพูดอย่างนี้
แต่ผมไม่เชื่อ ในโผผมก็มีอยู่ มันไม่ใช่คาพูดของผม คาพูดชาวบ้าน ผมก็มาเล่าสู่ให้ท่านฟัง
เท่านั้นเองนะครับ ขออนุญาตต่อไปเรื่องนโยบายนะครับ","['\r\n', 'ท่านครับ', 'ท่าน', 'ฟัง', 'ผม', 'พูด', 'หรือ', 'มาดู', 'โผ', 'ของ', 'ผม', 'ก็ได้', 'นะ', 'ครับ', 'ผม', 'บอกว่า', 'ชาวบ้าน', 'เขา', 'พูดอย่างนี้', '\r\n', 'แต่', 'ผม', 'ไม่', 'เชื่อ', 'ใน', 'โผ', 'ผม', 'ก็', 'มี', 'อยู่', 'มัน', 'ไม่', 'ใช่', 'คา', 'พูด', 'ของ', 'ผม', 'คา', 'พูด', 'ชาวบ้าน', 'ผม', 'ก็', 'มา', 'เล่า', 'สู่', 'ให้ท่าน', 'ฟัง', '\r\n', 'เท่านั้นเอง', 'นะ', 'ครับ', 'ขออนุญาต', 'ต่อไป', 'เรื่อง', 'นโยบาย', 'นะ', 'ครับ']"
"
พลตารวจเอก เสรีพิศุทธ์ เตมียเวส สมาชิกสภาผู้แทนราษฎร (แบบบัญชีรายชื่อ) :","
เรียนท่านแล้วอย่างไรครับ คาไหนคานั้นครับ","['\r\n', 'เรียน', 'ท่าน', 'แล้วอย่างไร', 'ครับ', 'คา', 'ไหนคานั้น', 'ครับ']"
